split,batch_id,label,size,attacker_ratio,attacker_count,score,p_value,suspicious
heldout_benign,0,0,100,0.0,0,-0.0004047393798828125,0.7282717282717283,False
heldout_benign,1,0,100,0.0,0,7.588863372802735e-05,0.38161838161838163,False
heldout_benign,2,0,100,0.0,0,-8.512139320373535e-05,0.4935064935064935,False
heldout_benign,3,0,100,0.0,0,-0.00012044906616210937,0.5234765234765235,False
heldout_benign,4,0,100,0.0,0,0.00043246746063232424,0.21578421578421578,False
heldout_benign,5,0,100,0.0,0,-0.00012448430061340332,0.5304695304695305,False
heldout_benign,6,0,100,0.0,0,0.00016999244689941406,0.3336663336663337,False
heldout_benign,7,0,100,0.0,0,-0.0005402565002441406,0.8211788211788211,False
heldout_benign,8,0,100,0.0,0,-0.00011854767799377442,0.5234765234765235,False
heldout_benign,9,0,100,0.0,0,-0.00035039186477661135,0.6943056943056943,False
heldout_benign,10,0,100,0.0,0,0.00013064146041870118,0.35264735264735264,False
heldout_benign,11,0,100,0.0,0,-0.0004859745502471924,0.7812187812187812,False
heldout_benign,12,0,100,0.0,0,0.00032234787940979006,0.26373626373626374,False
heldout_benign,13,0,100,0.0,0,0.0007621288299560547,0.10589410589410589,False
heldout_benign,14,0,100,0.0,0,-0.00016635656356811523,0.5674325674325674,False
heldout_benign,15,0,100,0.0,0,-0.00022678375244140626,0.6043956043956044,False
heldout_benign,16,0,100,0.0,0,-0.00015724897384643554,0.5614385614385614,False
heldout_benign,17,0,100,0.0,0,-0.00041407942771911623,0.7312687312687313,False
heldout_benign,18,0,100,0.0,0,-7.850527763366699e-05,0.4885114885114885,False
heldout_benign,19,0,100,0.0,0,-9.639263153076172e-05,0.5024975024975025,False
heldout_benign,20,0,100,0.0,0,0.00014854073524475097,0.34165834165834164,False
heldout_benign,21,0,100,0.0,0,-0.00015870332717895507,0.5614385614385614,False
heldout_benign,22,0,100,0.0,0,-0.00020894408226013184,0.5934065934065934,False
heldout_benign,23,0,100,0.0,0,0.00021508336067199707,0.31368631368631367,False
heldout_benign,24,0,100,0.0,0,1.5980005264282228e-05,0.41858141858141856,False
heldout_benign,25,0,100,0.0,0,-1.9687414169311524e-05,0.44155844155844154,False
heldout_benign,26,0,100,0.0,0,0.00018525123596191406,0.32167832167832167,False
heldout_benign,27,0,100,0.0,0,0.00040770173072814944,0.23176823176823177,False
heldout_benign,28,0,100,0.0,0,-2.1404027938842775e-05,0.44455544455544455,False
heldout_benign,29,0,100,0.0,0,2.0056962966918945e-05,0.4165834165834166,False
heldout_benign,30,0,100,0.0,0,-4.4298171997070315e-05,0.45754245754245754,False
heldout_benign,31,0,100,0.0,0,0.0003070235252380371,0.27172827172827174,False
heldout_benign,32,0,100,0.0,0,-0.00028754472732543944,0.6413586413586414,False
heldout_benign,33,0,100,0.0,0,4.393458366394043e-05,0.4045954045954046,False
heldout_benign,34,0,100,0.0,0,-0.00011423826217651367,0.5214785214785215,False
heldout_benign,35,0,100,0.0,0,-0.00024271607398986816,0.6183816183816184,False
heldout_benign,36,0,100,0.0,0,-0.000371021032333374,0.7072927072927073,False
heldout_benign,37,0,100,0.0,0,-7.906556129455566e-05,0.48951048951048953,False
heldout_benign,38,0,100,0.0,0,-0.00048065781593322756,0.7782217782217782,False
heldout_benign,39,0,100,0.0,0,0.00020387768745422363,0.3156843156843157,False
heldout_benign,40,0,100,0.0,0,-0.00033815503120422364,0.6863136863136863,False
heldout_benign,41,0,100,0.0,0,-0.00020043253898620604,0.5894105894105894,False
heldout_benign,42,0,100,0.0,0,0.0007055282592773437,0.11888111888111888,False
heldout_benign,43,0,100,0.0,0,-0.00014690756797790526,0.5484515484515484,False
heldout_benign,44,0,100,0.0,0,-2.182126045227051e-05,0.44455544455544455,False
heldout_benign,45,0,100,0.0,0,6.144046783447265e-05,0.3956043956043956,False
heldout_benign,46,0,100,0.0,0,-0.0002839624881744385,0.6403596403596403,False
heldout_benign,47,0,100,0.0,0,0.0003563225269317627,0.25074925074925075,False
heldout_benign,48,0,100,0.0,0,0.0008319079875946045,0.09090909090909091,False
heldout_benign,49,0,100,0.0,0,0.00037704110145568847,0.24375624375624375,False
attacker,0,1,100,1.0,100,0.07355217933654785,0.000999000999000999,True
attacker,1,1,100,1.0,100,0.08051835894584655,0.000999000999000999,True
attacker,2,1,100,1.0,100,0.08098850250244141,0.000999000999000999,True
attacker,3,1,100,1.0,100,0.07497676014900208,0.000999000999000999,True
attacker,4,1,100,1.0,100,0.08430330753326416,0.000999000999000999,True
attacker,5,1,100,1.0,100,0.07971128225326538,0.000999000999000999,True
attacker,6,1,100,1.0,100,0.0723993182182312,0.000999000999000999,True
attacker,7,1,100,1.0,100,0.0751557171344757,0.000999000999000999,True
attacker,8,1,100,1.0,100,0.07416898608207703,0.000999000999000999,True
attacker,9,1,100,1.0,100,0.07865164875984192,0.000999000999000999,True
attacker,10,1,100,1.0,100,0.06842249035835266,0.000999000999000999,True
attacker,11,1,100,1.0,100,0.07510338425636291,0.000999000999000999,True
attacker,12,1,100,1.0,100,0.08111486434936524,0.000999000999000999,True
attacker,13,1,100,1.0,100,0.07799738645553589,0.000999000999000999,True
attacker,14,1,100,1.0,100,0.08016946911811829,0.000999000999000999,True
attacker,15,1,100,1.0,100,0.07272062301635743,0.000999000999000999,True
attacker,16,1,100,1.0,100,0.07543184757232665,0.000999000999000999,True
attacker,17,1,100,1.0,100,0.07626760005950928,0.000999000999000999,True
attacker,18,1,100,1.0,100,0.0732673466205597,0.000999000999000999,True
attacker,19,1,100,1.0,100,0.07308221459388733,0.000999000999000999,True
attacker,20,1,100,1.0,100,0.07472311854362487,0.000999000999000999,True
attacker,21,1,100,1.0,100,0.08424212336540222,0.000999000999000999,True
attacker,22,1,100,1.0,100,0.07771004438400268,0.000999000999000999,True
attacker,23,1,100,1.0,100,0.07883409857749939,0.000999000999000999,True
attacker,24,1,100,1.0,100,0.07015973925590516,0.000999000999000999,True
attacker,25,1,100,1.0,100,0.07503430247306823,0.000999000999000999,True
attacker,26,1,100,1.0,100,0.07279671430587768,0.000999000999000999,True
attacker,27,1,100,1.0,100,0.08050816655158996,0.000999000999000999,True
attacker,28,1,100,1.0,100,0.07247033715248108,0.000999000999000999,True
attacker,29,1,100,1.0,100,0.08223612904548645,0.000999000999000999,True
attacker,30,1,100,1.0,100,0.07831797599792481,0.000999000999000999,True
attacker,31,1,100,1.0,100,0.07228690385818481,0.000999000999000999,True
attacker,32,1,100,1.0,100,0.07447960376739501,0.000999000999000999,True
attacker,33,1,100,1.0,100,0.07715526819229127,0.000999000999000999,True
attacker,34,1,100,1.0,100,0.08112632036209107,0.000999000999000999,True
attacker,35,1,100,1.0,100,0.07423830628395081,0.000999000999000999,True
attacker,36,1,100,1.0,100,0.07271373271942139,0.000999000999000999,True
attacker,37,1,100,1.0,100,0.0730512022972107,0.000999000999000999,True
attacker,38,1,100,1.0,100,0.08018799424171448,0.000999000999000999,True
attacker,39,1,100,1.0,100,0.07867135405540467,0.000999000999000999,True
attacker,40,1,100,1.0,100,0.08016607165336609,0.000999000999000999,True
attacker,41,1,100,1.0,100,0.07979678511619567,0.000999000999000999,True
attacker,42,1,100,1.0,100,0.07942447066307068,0.000999000999000999,True
attacker,43,1,100,1.0,100,0.07498977780342102,0.000999000999000999,True
attacker,44,1,100,1.0,100,0.06944131255149841,0.000999000999000999,True
attacker,45,1,100,1.0,100,0.06738742589950561,0.000999000999000999,True
attacker,46,1,100,1.0,100,0.07445544600486756,0.000999000999000999,True
attacker,47,1,100,1.0,100,0.07330559492111206,0.000999000999000999,True
attacker,48,1,100,1.0,100,0.08024922609329224,0.000999000999000999,True
attacker,49,1,100,1.0,100,0.07460650205612182,0.000999000999000999,True
mixed_0.05,0,1,100,0.05,5,-0.0001727879047393799,0.5694305694305695,False
mixed_0.05,1,1,100,0.05,5,-0.00023854970932006835,0.6123876123876124,False
mixed_0.05,2,1,100,0.05,5,0.00015503764152526855,0.34065934065934067,False
mixed_0.05,3,1,100,0.05,5,-0.00015999674797058107,0.5624375624375625,False
mixed_0.05,4,1,100,0.05,5,0.0002169370651245117,0.3126873126873127,False
mixed_0.05,5,1,100,0.05,5,9.906291961669922e-05,0.3676323676323676,False
mixed_0.05,6,1,100,0.05,5,0.00028273463249206543,0.2837162837162837,False
mixed_0.05,7,1,100,0.05,5,0.00027959942817687986,0.2837162837162837,False
mixed_0.05,8,1,100,0.05,5,-0.00015586018562316895,0.5604395604395604,False
mixed_0.05,9,1,100,0.05,5,0.0006354987621307373,0.13686313686313686,False
mixed_0.05,10,1,100,0.05,5,-3.2562017440795896e-05,0.45054945054945056,False
mixed_0.05,11,1,100,0.05,5,0.00029231905937194825,0.2777222777222777,False
mixed_0.05,12,1,100,0.05,5,-0.0003214359283447266,0.6743256743256744,False
mixed_0.05,13,1,100,0.05,5,0.00014635920524597168,0.3436563436563437,False
mixed_0.05,14,1,100,0.05,5,-2.703666687011719e-05,0.4485514485514486,False
mixed_0.05,15,1,100,0.05,5,-0.00021679997444152833,0.6003996003996004,False
mixed_0.05,16,1,100,0.05,5,0.00014362931251525878,0.34465534465534464,False
mixed_0.05,17,1,100,0.05,5,0.0006591320037841797,0.12887112887112886,False
mixed_0.05,18,1,100,0.05,5,0.0003652036190032959,0.24775224775224775,False
mixed_0.05,19,1,100,0.05,5,-0.0005374014377593994,0.8191808191808192,False
mixed_0.05,20,1,100,0.05,5,-0.0001868605613708496,0.5774225774225774,False
mixed_0.05,21,1,100,0.05,5,6.454586982727051e-05,0.3936063936063936,False
mixed_0.05,22,1,100,0.05,5,0.0001786947250366211,0.32967032967032966,False
mixed_0.05,23,1,100,0.05,5,6.026625633239746e-05,0.3986013986013986,False
mixed_0.05,24,1,100,0.05,5,-0.00021714568138122558,0.6003996003996004,False
mixed_0.05,25,1,100,0.05,5,-6.086230278015137e-05,0.47052947052947053,False
mixed_0.05,26,1,100,0.05,5,-0.00020701289176940917,0.5924075924075924,False
mixed_0.05,27,1,100,0.05,5,1.2975931167602538e-05,0.41858141858141856,False
mixed_0.05,28,1,100,0.05,5,-0.000247877836227417,0.6203796203796204,False
mixed_0.05,29,1,100,0.05,5,-0.0005807757377624511,0.8441558441558441,False
mixed_0.05,30,1,100,0.05,5,-5.441904067993164e-06,0.43156843156843155,False
mixed_0.05,31,1,100,0.05,5,-0.0003029346466064453,0.6583416583416584,False
mixed_0.05,32,1,100,0.05,5,3.8027763366699217e-06,0.42657342657342656,False
mixed_0.05,33,1,100,0.05,5,-0.00010001659393310547,0.5034965034965035,False
mixed_0.05,34,1,100,0.05,5,-0.00019428730010986328,0.5844155844155844,False
mixed_0.05,35,1,100,0.05,5,0.0003937423229217529,0.23576423576423577,False
mixed_0.05,36,1,100,0.05,5,0.00047318339347839354,0.2007992007992008,False
mixed_0.05,37,1,100,0.05,5,-1.9395351409912108e-05,0.44155844155844154,False
mixed_0.05,38,1,100,0.05,5,9.695291519165039e-05,0.3696303696303696,False
mixed_0.05,39,1,100,0.05,5,0.0008922815322875977,0.07992007992007992,False
mixed_0.05,40,1,100,0.05,5,0.0002276003360748291,0.3066933066933067,False
mixed_0.05,41,1,100,0.05,5,-2.841949462890625e-05,0.44955044955044954,False
mixed_0.05,42,1,100,0.05,5,0.00018425583839416505,0.32167832167832167,False
mixed_0.05,43,1,100,0.05,5,-2.383589744567871e-05,0.44555444555444557,False
mixed_0.05,44,1,100,0.05,5,0.0004186511039733887,0.22477522477522477,False
mixed_0.05,45,1,100,0.05,5,0.00034499168395996094,0.2547452547452547,False
mixed_0.05,46,1,100,0.05,5,0.0003141343593597412,0.26873126873126874,False
mixed_0.05,47,1,100,0.05,5,0.00017562508583068848,0.32967032967032966,False
mixed_0.05,48,1,100,0.05,5,0.00034708380699157717,0.25374625374625376,False
mixed_0.05,49,1,100,0.05,5,-0.00032552480697631834,0.6773226773226774,False
mixed_0.1,0,1,100,0.1,10,0.0002749323844909668,0.2837162837162837,False
mixed_0.1,1,1,100,0.1,10,0.0008564651012420655,0.08491508491508491,False
mixed_0.1,2,1,100,0.1,10,0.0008949518203735351,0.07992007992007992,False
mixed_0.1,3,1,100,0.1,10,0.0005981802940368652,0.14885114885114886,False
mixed_0.1,4,1,100,0.1,10,0.0008824646472930908,0.08191808191808192,False
mixed_0.1,5,1,100,0.1,10,0.0006974637508392334,0.12087912087912088,False
mixed_0.1,6,1,100,0.1,10,3.06248664855957e-05,0.4125874125874126,False
mixed_0.1,7,1,100,0.1,10,0.0009342908859252929,0.06793206793206794,False
mixed_0.1,8,1,100,0.1,10,0.00098341703414917,0.061938061938061936,False
mixed_0.1,9,1,100,0.1,10,0.0006655871868133545,0.12887112887112886,False
mixed_0.1,10,1,100,0.1,10,0.0009137153625488281,0.07692307692307693,False
mixed_0.1,11,1,100,0.1,10,0.0006616055965423584,0.12887112887112886,False
mixed_0.1,12,1,100,0.1,10,0.0006119847297668457,0.14485514485514486,False
mixed_0.1,13,1,100,0.1,10,0.0003112316131591797,0.2707292707292707,False
mixed_0.1,14,1,100,0.1,10,0.0009372234344482422,0.06793206793206794,False
mixed_0.1,15,1,100,0.1,10,0.000389862060546875,0.23776223776223776,False
mixed_0.1,16,1,100,0.1,10,0.0005566298961639405,0.16883116883116883,False
mixed_0.1,17,1,100,0.1,10,0.0007154822349548339,0.11588411588411589,False
mixed_0.1,18,1,100,0.1,10,0.00048237442970275877,0.1928071928071928,False
mixed_0.1,19,1,100,0.1,10,0.0006519854068756104,0.12987012987012986,False
mixed_0.1,20,1,100,0.1,10,0.0005394995212554931,0.17282717282717283,False
mixed_0.1,21,1,100,0.1,10,0.0005981802940368652,0.14885114885114886,False
mixed_0.1,22,1,100,0.1,10,5.12540340423584e-05,0.4015984015984016,False
mixed_0.1,23,1,100,0.1,10,0.0006063640117645264,0.14685314685314685,False
mixed_0.1,24,1,100,0.1,10,0.0005788803100585938,0.15484515484515485,False
mixed_0.1,25,1,100,0.1,10,0.0009192049503326416,0.07292707292707293,False
mixed_0.1,26,1,100,0.1,10,0.0005607843399047851,0.16583416583416583,False
mixed_0.1,27,1,100,0.1,10,0.00030639171600341795,0.27172827172827174,False
mixed_0.1,28,1,100,0.1,10,0.0003344118595123291,0.25674325674325676,False
mixed_0.1,29,1,100,0.1,10,0.0008215188980102539,0.0939060939060939,False
mixed_0.1,30,1,100,0.1,10,0.00014128684997558594,0.34765234765234765,False
mixed_0.1,31,1,100,0.1,10,0.0007969677448272705,0.0999000999000999,False
mixed_0.1,32,1,100,0.1,10,0.0006126582622528077,0.14485514485514486,False
mixed_0.1,33,1,100,0.1,10,0.0007230043411254883,0.11388611388611389,False
mixed_0.1,34,1,100,0.1,10,0.00024026036262512208,0.2987012987012987,False
mixed_0.1,35,1,100,0.1,10,0.0011031389236450194,0.04695304695304695,True
mixed_0.1,36,1,100,0.1,10,0.0009294688701629638,0.07092907092907093,False
mixed_0.1,37,1,100,0.1,10,0.0005105853080749512,0.18681318681318682,False
mixed_0.1,38,1,100,0.1,10,0.000295943021774292,0.27472527472527475,False
mixed_0.1,39,1,100,0.1,10,0.0008606493473052978,0.08491508491508491,False
mixed_0.1,40,1,100,0.1,10,0.0006032168865203857,0.14785214785214784,False
mixed_0.1,41,1,100,0.1,10,0.0005956828594207763,0.14985014985014986,False
mixed_0.1,42,1,100,0.1,10,0.0009159564971923829,0.07492507492507493,False
mixed_0.1,43,1,100,0.1,10,0.0002329230308532715,0.3026973026973027,False
mixed_0.1,44,1,100,0.1,10,0.0010330915451049806,0.054945054945054944,False
mixed_0.1,45,1,100,0.1,10,0.0009745180606842041,0.06293706293706294,False
mixed_0.1,46,1,100,0.1,10,0.0013251125812530518,0.028971028971028972,True
mixed_0.1,47,1,100,0.1,10,0.0006300985813140869,0.13686313686313686,False
mixed_0.1,48,1,100,0.1,10,0.0007488369941711426,0.11188811188811189,False
mixed_0.1,49,1,100,0.1,10,0.0007729947566986084,0.1038961038961039,False
mixed_0.25,0,1,100,0.25,25,0.004887133836746216,0.000999000999000999,True
mixed_0.25,1,1,100,0.25,25,0.0046253204345703125,0.000999000999000999,True
mixed_0.25,2,1,100,0.25,25,0.005425941944122314,0.000999000999000999,True
mixed_0.25,3,1,100,0.25,25,0.005142056941986084,0.000999000999000999,True
mixed_0.25,4,1,100,0.25,25,0.005023819208145141,0.000999000999000999,True
mixed_0.25,5,1,100,0.25,25,0.004416334629058838,0.000999000999000999,True
mixed_0.25,6,1,100,0.25,25,0.00392758846282959,0.000999000999000999,True
mixed_0.25,7,1,100,0.25,25,0.004558032751083374,0.000999000999000999,True
mixed_0.25,8,1,100,0.25,25,0.005511432886123657,0.000999000999000999,True
mixed_0.25,9,1,100,0.25,25,0.004408192634582519,0.000999000999000999,True
mixed_0.25,10,1,100,0.25,25,0.003520810604095459,0.000999000999000999,True
mixed_0.25,11,1,100,0.25,25,0.004187941551208496,0.000999000999000999,True
mixed_0.25,12,1,100,0.25,25,0.004023945331573487,0.000999000999000999,True
mixed_0.25,13,1,100,0.25,25,0.004853194952011109,0.000999000999000999,True
mixed_0.25,14,1,100,0.25,25,0.004658365249633789,0.000999000999000999,True
mixed_0.25,15,1,100,0.25,25,0.005024898052215576,0.000999000999000999,True
mixed_0.25,16,1,100,0.25,25,0.003960442543029785,0.000999000999000999,True
mixed_0.25,17,1,100,0.25,25,0.0045960724353790285,0.000999000999000999,True
mixed_0.25,18,1,100,0.25,25,0.005397725105285645,0.000999000999000999,True
mixed_0.25,19,1,100,0.25,25,0.004731190204620361,0.000999000999000999,True
