split,batch_id,label,size,attacker_ratio,attacker_count,total_queries,bucket_coverage,new_bucket_rate,spread,cost,low_threshold,high_threshold,suspicious
heldout_benign_stream_0,0,0,1500,0.0,0,1500,0.10888671875,0.14866666666666667,0.7370238114808101,15.8522396673695,10.403978078530082,16.851868050524,False
heldout_benign_stream_1,0,0,1500,0.0,0,1500,0.1044921875,0.14266666666666666,0.7360037955508938,13.257590564963227,10.403978078530082,16.851868050524,False
heldout_benign_stream_2,0,0,1500,0.0,0,1500,0.109375,0.14933333333333335,0.7376515657845575,16.179603357639607,10.403978078530082,16.851868050524,False
heldout_benign_stream_3,0,0,1500,0.0,0,1500,0.10546875,0.144,0.7372079685670075,13.788957229165293,10.403978078530082,16.851868050524,False
heldout_benign_stream_4,0,0,1500,0.0,0,1500,0.10986328125,0.15,0.7377632660112925,16.513251452670826,10.403978078530082,16.851868050524,False
heldout_benign_stream_5,0,0,1500,0.0,0,1500,0.10400390625,0.142,0.7378085963994161,13.010175373824357,10.403978078530082,16.851868050524,False
heldout_benign_stream_6,0,0,1500,0.0,0,1500,0.107421875,0.14666666666666667,0.736616160357244,14.922337862763477,10.403978078530082,16.851868050524,False
heldout_benign_stream_7,0,0,1500,0.0,0,1500,0.1064453125,0.14533333333333334,0.738096780785559,14.345883939198648,10.403978078530082,16.851868050524,False
heldout_benign_stream_8,0,0,1500,0.0,0,1500,0.109375,0.14933333333333335,0.7376711426224576,16.179673834256047,10.403978078530082,16.851868050524,False
heldout_benign_stream_9,0,0,1500,0.0,0,1500,0.109375,0.14933333333333335,0.7369208234569388,16.17697268526018,10.403978078530082,16.851868050524,False
heldout_benign_stream_10,0,0,1500,0.0,0,1500,0.107421875,0.14666666666666667,0.737320372079104,14.924873024962174,10.403978078530082,16.851868050524,False
heldout_benign_stream_11,0,0,1500,0.0,0,1500,0.1064453125,0.14533333333333334,0.7362453522909812,14.339218796618168,10.403978078530082,16.851868050524,False
heldout_benign_stream_12,0,0,1500,0.0,0,1500,0.10400390625,0.142,0.7359073570140264,13.003330912036954,10.403978078530082,16.851868050524,False
heldout_benign_stream_13,0,0,1500,0.0,0,1500,0.1064453125,0.14533333333333334,0.7376585182123113,14.344306193934957,10.403978078530082,16.851868050524,False
heldout_benign_stream_14,0,0,1500,0.0,0,1500,0.10400390625,0.142,0.7371798154556164,13.007911762426678,10.403978078530082,16.851868050524,False
heldout_benign_stream_15,0,0,1500,0.0,0,1500,0.107421875,0.14666666666666667,0.7369272434985973,14.92345776207235,10.403978078530082,16.851868050524,False
heldout_benign_stream_16,0,0,1500,0.0,0,1500,0.10595703125,0.14466666666666667,0.7364008203502889,14.059494544281675,10.403978078530082,16.851868050524,False
heldout_benign_stream_17,0,0,1500,0.0,0,1500,0.10546875,0.144,0.7371905208854304,13.788894417511615,10.403978078530082,16.851868050524,False
heldout_benign_stream_18,0,0,1500,0.0,0,1500,0.10693359375,0.146,0.7373751336203688,14.630583154359513,10.403978078530082,16.851868050524,False
heldout_benign_stream_19,0,0,1500,0.0,0,1500,0.103515625,0.14133333333333334,0.7379800048104325,12.76307289501395,10.403978078530082,16.851868050524,False
heldout_benign_stream_20,0,0,1500,0.0,0,1500,0.107421875,0.14666666666666667,0.7361950988881157,14.920822041474615,10.403978078530082,16.851868050524,False
