split,batch_id,label,size,attacker_ratio,attacker_count,total_queries,bucket_coverage,new_bucket_rate,spread,cost,low_threshold,high_threshold,suspicious
heldout_benign_stream_0,0,0,1500,0.0,0,1500,0.23095703125,0.31533333333333335,0.763590868429328,6450.380294853555,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_1,0,0,1500,0.0,0,1500,0.22607421875,0.30866666666666664,0.7629798010556244,5030.485540010909,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_2,0,0,1500,0.0,0,1500,0.22265625,0.304,0.762897938562433,4227.054069600844,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_3,0,0,1500,0.0,0,1500,0.22607421875,0.30866666666666664,0.7631854701973659,5030.486280419819,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_4,0,0,1500,0.0,0,1500,0.23095703125,0.31533333333333335,0.7641718490778102,6450.38238638389,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_5,0,0,1500,0.0,0,1500,0.22607421875,0.30866666666666664,0.763718604569245,5030.488199703558,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_6,0,0,1500,0.0,0,1500,0.2265625,0.30933333333333335,0.7629619580401679,5157.113330355855,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_7,0,0,1500,0.0,0,1500,0.22607421875,0.30866666666666664,0.7634164128474347,5030.48711181336,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_8,0,0,1500,0.0,0,1500,0.22607421875,0.30866666666666664,0.7629376713803507,5030.485388344078,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_9,0,0,1500,0.0,0,1500,0.21875,0.2986666666666667,0.7634054002536732,3464.8388424026325,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_10,0,0,1500,0.0,0,1500,0.22705078125,0.31,0.7640880108988001,5286.934891218837,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_11,0,0,1500,0.0,0,1500,0.22216796875,0.30333333333333334,0.7637549811686836,4123.281072803704,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_12,0,0,1500,0.0,0,1500,0.22509765625,0.30733333333333335,0.7643040025965749,4786.491993973136,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_13,0,0,1500,0.0,0,1500,0.22509765625,0.30733333333333335,0.7626545483157341,4786.486055937726,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_14,0,0,1500,0.0,0,1500,0.22119140625,0.302,0.7634689563272444,3923.3146232309387,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_15,0,0,1500,0.0,0,1500,0.23095703125,0.31533333333333335,0.7635160139834225,6450.38002537755,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_16,0,0,1500,0.0,0,1500,0.22802734375,0.31133333333333335,0.7637567797780873,5556.461078017512,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_17,0,0,1500,0.0,0,1500,0.22509765625,0.30733333333333335,0.7625921320672192,4786.485831239231,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_18,0,0,1500,0.0,0,1500,0.232421875,0.31733333333333336,0.7636648106874442,6949.936891918867,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_19,0,0,1500,0.0,0,1500,0.22265625,0.304,0.7631335974778124,4227.054917972939,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_20,0,0,1500,0.0,0,1500,0.22705078125,0.31,0.7639864262344647,5286.934525514045,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_21,0,0,1500,0.0,0,1500,0.2275390625,0.31066666666666665,0.7640217330903274,5420.022158116352,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_22,0,0,1500,0.0,0,1500,0.228515625,0.312,0.7630682151748402,5696.33528582297,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_23,0,0,1500,0.0,0,1500,0.2216796875,0.30266666666666664,0.7635877606668819,4022.0541868506907,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_24,0,0,1500,0.0,0,1500,0.2197265625,0.3,0.7629926215618545,3641.414751603213,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_25,0,0,1500,0.0,0,1500,0.22998046875,0.314,0.7638096838960864,6137.465568843387,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_26,0,0,1500,0.0,0,1500,0.22216796875,0.30333333333333334,0.763227580574615,4123.279174161565,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_27,0,0,1500,0.0,0,1500,0.23193359375,0.31666666666666665,0.7630208799847532,6779.256521495622,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_28,0,0,1500,0.0,0,1500,0.22705078125,0.31,0.7633092790726284,5286.932087784263,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_29,0,0,1500,0.0,0,1500,0.2314453125,0.316,0.7639786853350597,6612.775539286278,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_30,0,0,1500,0.0,0,1500,0.2236328125,0.30533333333333335,0.7632677816789908,4442.51549093686,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_31,0,0,1500,0.0,0,1500,0.228515625,0.312,0.7634933790265439,5696.336816412836,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_32,0,0,1500,0.0,0,1500,0.22265625,0.304,0.7629143153320561,4227.054128557214,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_33,0,0,1500,0.0,0,1500,0.2216796875,0.30266666666666664,0.7643915664536747,4022.057080551523,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_34,0,0,1500,0.0,0,1500,0.2265625,0.30933333333333335,0.7633850396402858,5157.114853449616,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_35,0,0,1500,0.0,0,1500,0.2265625,0.30933333333333335,0.7632100048485976,5157.114223324366,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_36,0,0,1500,0.0,0,1500,0.22607421875,0.30866666666666664,0.7640710773363354,5030.4894686055195,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_37,0,0,1500,0.0,0,1500,0.22802734375,0.31133333333333335,0.7631178417494429,5556.4587778406085,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_38,0,0,1500,0.0,0,1500,0.22314453125,0.30466666666666664,0.7640545071605027,4333.4483418755735,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_39,0,0,1500,0.0,0,1500,0.22412109375,0.306,0.764331672565975,4554.336679666031,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_40,0,0,1500,0.0,0,1500,0.2275390625,0.31066666666666665,0.7634660031224126,5420.020157488468,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_41,0,0,1500,0.0,0,1500,0.22705078125,0.31,0.7633774051307628,5286.932333038072,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_42,0,0,1500,0.0,0,1500,0.22705078125,0.31,0.7639957765570164,5286.934559175206,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_43,0,0,1500,0.0,0,1500,0.22509765625,0.30733333333333335,0.7629313005659584,4786.487052245827,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_44,0,0,1500,0.0,0,1500,0.2255859375,0.308,0.7635588924325255,4906.97105087127,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_45,0,0,1500,0.0,0,1500,0.22802734375,0.31133333333333335,0.7640432227165412,5556.46210921209,3059.9903210825782,7870.021977126601,False
heldout_benign_stream_46,0,0,1500,0.0,0,1500,0.220703125,0.30133333333333334,0.7634626164594052,3827.0015017160895,3059.9903210825782,7870.021977126601,False
