split,batch_id,label,size,attacker_ratio,attacker_count,score,w_statistic,p_value,suspicious,distances_used
heldout_benign,0,0,1500,0.0,0,0.027800804620730757,0.9721991953792692,0.2837162837162837,False,1482
heldout_benign,1,0,1500,0.0,0,0.026582371127672033,0.973417628872328,0.21578421578421578,False,1476
heldout_benign,2,0,1500,0.0,0,0.03666044246572775,0.9633395575342723,0.8651348651348651,False,1478
heldout_benign,3,0,1500,0.0,0,0.035921869340045154,0.9640781306599548,0.957042957042957,False,1482
heldout_benign,4,0,1500,0.0,0,0.032502797688761964,0.967497202311238,0.7052947052947053,False,1476
heldout_benign,5,0,1500,0.0,0,0.029214570084836522,0.9707854299151635,0.3936063936063936,False,1484
heldout_benign,6,0,1500,0.0,0,0.034222615691922975,0.965777384308077,0.8871128871128872,False,1484
heldout_benign,7,0,1500,0.0,0,0.029473467351671334,0.9705265326483287,0.41358641358641357,False,1482
heldout_benign,8,0,1500,0.0,0,0.03609821818666892,0.9639017818133311,0.9310689310689311,False,1478
heldout_benign,9,0,1500,0.0,0,0.02904307285994734,0.9709569271400527,0.3836163836163836,False,1484
heldout_benign,10,0,1500,0.0,0,0.02320062131844758,0.9767993786815524,0.06993006993006994,False,1480
heldout_benign,11,0,1500,0.0,0,0.03873064310336849,0.9612693568966315,0.6413586413586414,False,1478
heldout_benign,12,0,1500,0.0,0,0.028625430812141972,0.971374569187858,0.35564435564435565,False,1482
heldout_benign,13,0,1500,0.0,0,0.03405606790550131,0.9659439320944987,0.8651348651348651,False,1482
heldout_benign,14,0,1500,0.0,0,0.02774735182790966,0.9722526481720903,0.2757242757242757,False,1474
heldout_benign,15,0,1500,0.0,0,0.029284595951605596,0.9707154040483944,0.3996003996003996,False,1480
heldout_benign,16,0,1500,0.0,0,0.04126235109022458,0.9587376489097754,0.43956043956043955,False,1478
heldout_benign,17,0,1500,0.0,0,0.02988437134861488,0.9701156286513851,0.4595404595404595,False,1480
heldout_benign,18,0,1500,0.0,0,0.03907621831008068,0.9609237816899193,0.6033966033966034,False,1478
heldout_benign,19,0,1500,0.0,0,0.023959516913631074,0.9760404830863689,0.1038961038961039,False,1476
heldout_benign,20,0,1500,0.0,0,0.03303715830583087,0.9669628416941691,0.7672327672327672,False,1482
heldout_benign,21,0,1500,0.0,0,0.03233488576916321,0.9676651142308368,0.6913086913086913,False,1478
heldout_benign,22,0,1500,0.0,0,0.03334891084245295,0.966651089157547,0.7952047952047953,False,1478
heldout_benign,23,0,1500,0.0,0,0.03920030429378729,0.9607996957062127,0.5934065934065934,False,1480
heldout_benign,24,0,1500,0.0,0,0.02940433190495062,0.9705956680950494,0.4075924075924076,False,1480
heldout_benign,25,0,1500,0.0,0,0.043977846890150385,0.9560221531098496,0.27172827172827174,False,1482
heldout_benign,26,0,1500,0.0,0,0.034639144162882274,0.9653608558371177,0.9250749250749251,False,1480
heldout_benign,27,0,1500,0.0,0,0.027267995468310602,0.9727320045316894,0.24575424575424576,False,1474
heldout_benign,28,0,1500,0.0,0,0.03453793175460673,0.9654620682453933,0.919080919080919,False,1482
heldout_benign,29,0,1500,0.0,0,0.034873138957714156,0.9651268610422858,0.9470529470529471,False,1478
heldout_benign,30,0,1500,0.0,0,0.036159131695376434,0.9638408683046236,0.9230769230769231,False,1476
heldout_benign,31,0,1500,0.0,0,0.031092481771553215,0.9689075182284468,0.5814185814185814,False,1478
heldout_benign,32,0,1500,0.0,0,0.0435470385176383,0.9564529614823617,0.2917082917082917,False,1480
heldout_benign,33,0,1500,0.0,0,0.029284223760721373,0.9707157762392786,0.3996003996003996,False,1478
heldout_benign,34,0,1500,0.0,0,0.030716579279292056,0.9692834207207079,0.5454545454545454,False,1474
heldout_benign,35,0,1500,0.0,0,0.03445887214928711,0.9655411278507129,0.9110889110889111,False,1478
heldout_benign,36,0,1500,0.0,0,0.025449031437805303,0.9745509685621947,0.16183816183816183,False,1480
heldout_benign,37,0,1500,0.0,0,0.027916017289781325,0.9720839827102187,0.2897102897102897,False,1480
heldout_benign,38,0,1500,0.0,0,0.03275127644430609,0.9672487235556939,0.7392607392607392,False,1480
heldout_benign,39,0,1500,0.0,0,0.026971791940981094,0.9730282080590189,0.23376623376623376,False,1480
heldout_benign,40,0,1500,0.0,0,0.02521354708402801,0.974786452915972,0.15184815184815184,False,1476
heldout_benign,41,0,1500,0.0,0,0.03458931192173209,0.9654106880782679,0.9210789210789211,False,1476
heldout_benign,42,0,1500,0.0,0,0.03224271696083847,0.9677572830391615,0.6813186813186813,False,1478
heldout_benign,43,0,1500,0.0,0,0.028726865853511696,0.9712731341464883,0.36363636363636365,False,1478
heldout_benign,44,0,1500,0.0,0,0.03471083834310518,0.9652891616568948,0.9270729270729271,False,1478
heldout_benign,45,0,1500,0.0,0,0.026393467547543126,0.9736065324524569,0.2097902097902098,False,1472
heldout_benign,46,0,1500,0.0,0,0.028509792088553754,0.9714902079114462,0.34565434565434566,False,1474
heldout_benign,47,0,1500,0.0,0,0.03199836302939951,0.9680016369706005,0.6573426573426573,False,1480
heldout_benign,48,0,1500,0.0,0,0.032417423531883816,0.9675825764681162,0.7032967032967034,False,1484
heldout_benign,49,0,1500,0.0,0,0.035491154109998146,0.9645088458900019,0.999000999000999,False,1480
attacker,0,1,1500,1.0,1500,0.06004922479469155,0.9399507752053085,0.003996003996003996,True,1500
attacker,1,1,1500,1.0,1500,0.0621334927141608,0.9378665072858392,0.001998001998001998,True,1500
attacker,2,1,1500,1.0,1500,0.056775379422580485,0.9432246205774195,0.011988011988011988,True,1500
attacker,3,1,1500,1.0,1500,0.0530705687515286,0.9469294312484714,0.03196803196803197,True,1500
attacker,4,1,1500,1.0,1500,0.05864724833109647,0.9413527516689035,0.007992007992007992,True,1500
attacker,5,1,1500,1.0,1500,0.05791423813177898,0.942085761868221,0.007992007992007992,True,1500
attacker,6,1,1500,1.0,1500,0.06317863882054431,0.9368213611794557,0.001998001998001998,True,1500
attacker,7,1,1500,1.0,1500,0.06791081647995068,0.9320891835200493,0.001998001998001998,True,1500
attacker,8,1,1500,1.0,1500,0.0698809630065289,0.9301190369934711,0.001998001998001998,True,1500
attacker,9,1,1500,1.0,1500,0.0640015313106328,0.9359984686893672,0.001998001998001998,True,1500
attacker,10,1,1500,1.0,1500,0.07256467831803104,0.927435321681969,0.001998001998001998,True,1500
attacker,11,1,1500,1.0,1500,0.05815616751839747,0.9418438324816025,0.007992007992007992,True,1500
attacker,12,1,1500,1.0,1500,0.05940827572857299,0.940591724271427,0.007992007992007992,True,1500
attacker,13,1,1500,1.0,1500,0.05232629500900077,0.9476737049909992,0.03396603396603397,True,1500
attacker,14,1,1500,1.0,1500,0.05950536380531801,0.940494636194682,0.007992007992007992,True,1500
attacker,15,1,1500,1.0,1500,0.0532829082747065,0.9467170917252935,0.029970029970029972,True,1500
attacker,16,1,1500,1.0,1500,0.052924092584153426,0.9470759074158466,0.03396603396603397,True,1500
attacker,17,1,1500,1.0,1500,0.05868309436228114,0.9413169056377189,0.007992007992007992,True,1500
attacker,18,1,1500,1.0,1500,0.055941484851035894,0.9440585151489641,0.01998001998001998,True,1500
attacker,19,1,1500,1.0,1500,0.047003988938812635,0.9529960110611874,0.11988011988011989,False,1500
attacker,20,1,1500,1.0,1500,0.0516146868775238,0.9483853131224762,0.04195804195804196,True,1500
attacker,21,1,1500,1.0,1500,0.05835386945084797,0.941646130549152,0.007992007992007992,True,1500
attacker,22,1,1500,1.0,1500,0.05421586255847455,0.9457841374415255,0.025974025974025976,True,1500
attacker,23,1,1500,1.0,1500,0.0627950512512937,0.9372049487487063,0.001998001998001998,True,1500
attacker,24,1,1500,1.0,1500,0.05482203244546158,0.9451779675545384,0.01998001998001998,True,1500
attacker,25,1,1500,1.0,1500,0.057194752894594414,0.9428052471054056,0.00999000999000999,True,1500
attacker,26,1,1500,1.0,1500,0.05148556525142167,0.9485144347485783,0.04395604395604396,True,1500
attacker,27,1,1500,1.0,1500,0.06464399411606558,0.9353560058839344,0.001998001998001998,True,1500
attacker,28,1,1500,1.0,1500,0.06195551139658417,0.9380444886034158,0.003996003996003996,True,1500
attacker,29,1,1500,1.0,1500,0.054634106448118946,0.945365893551881,0.02197802197802198,True,1500
attacker,30,1,1500,1.0,1500,0.06798047450040745,0.9320195254995925,0.001998001998001998,True,1500
attacker,31,1,1500,1.0,1500,0.06241150940570783,0.9375884905942922,0.001998001998001998,True,1500
attacker,32,1,1500,1.0,1500,0.052774029326010385,0.9472259706739896,0.03396603396603397,True,1500
attacker,33,1,1500,1.0,1500,0.0549322912778365,0.9450677087221635,0.01998001998001998,True,1500
attacker,34,1,1500,1.0,1500,0.05205701392405415,0.9479429860759458,0.03396603396603397,True,1500
attacker,35,1,1500,1.0,1500,0.0575932413031599,0.9424067586968401,0.00999000999000999,True,1500
attacker,36,1,1500,1.0,1500,0.05696587084548277,0.9430341291545172,0.00999000999000999,True,1500
attacker,37,1,1500,1.0,1500,0.055602702726435416,0.9443972972735646,0.01998001998001998,True,1500
attacker,38,1,1500,1.0,1500,0.057610757326745254,0.9423892426732547,0.00999000999000999,True,1500
attacker,39,1,1500,1.0,1500,0.06366190196220978,0.9363380980377902,0.001998001998001998,True,1500
attacker,40,1,1500,1.0,1500,0.05651128106249714,0.9434887189375029,0.015984015984015984,True,1500
attacker,41,1,1500,1.0,1500,0.057661777743056364,0.9423382222569436,0.00999000999000999,True,1500
attacker,42,1,1500,1.0,1500,0.06208260529463383,0.9379173947053662,0.003996003996003996,True,1500
attacker,43,1,1500,1.0,1500,0.061868711174068336,0.9381312888259317,0.003996003996003996,True,1500
attacker,44,1,1500,1.0,1500,0.057334884681601306,0.9426651153183987,0.00999000999000999,True,1500
attacker,45,1,1500,1.0,1500,0.06519610999716807,0.9348038900028319,0.001998001998001998,True,1500
attacker,46,1,1500,1.0,1500,0.05389403111493696,0.946105968885063,0.029970029970029972,True,1500
attacker,47,1,1500,1.0,1500,0.05399415606937086,0.9460058439306291,0.029970029970029972,True,1500
attacker,48,1,1500,1.0,1500,0.05714766201916499,0.942852337980835,0.00999000999000999,True,1500
attacker,49,1,1500,1.0,1500,0.060597900572894825,0.9394020994271052,0.003996003996003996,True,1500
mixed_0.05,0,1,1500,0.05,75,0.03692586545143517,0.9630741345485648,0.8371628371628371,False,1482
mixed_0.05,1,1,1500,0.05,75,0.029439617939206686,0.9705603820607933,0.4095904095904096,False,1478
mixed_0.05,2,1,1500,0.05,75,0.03289202418166126,0.9671079758183387,0.7492507492507493,False,1484
mixed_0.05,3,1,1500,0.05,75,0.02355232961191045,0.9764476703880896,0.08391608391608392,False,1478
mixed_0.05,4,1,1500,0.05,75,0.03925532184262903,0.960744678157371,0.5934065934065934,False,1482
mixed_0.05,5,1,1500,0.05,75,0.026726676278431838,0.9732733237215682,0.22577422577422576,False,1482
mixed_0.05,6,1,1500,0.05,75,0.03650279976565618,0.9634972002343438,0.8831168831168831,False,1480
mixed_0.05,7,1,1500,0.05,75,0.03909798416196253,0.9609020158380375,0.6033966033966034,False,1480
mixed_0.05,8,1,1500,0.05,75,0.03714571775551867,0.9628542822444813,0.8151848151848152,False,1484
mixed_0.05,9,1,1500,0.05,75,0.038290933876038546,0.9617090661239615,0.6833166833166833,False,1482
mixed_0.05,10,1,1500,0.05,75,0.038251580865752755,0.9617484191342472,0.6873126873126874,False,1480
mixed_0.05,11,1,1500,0.05,75,0.029820280513318753,0.9701797194866812,0.44955044955044954,False,1482
mixed_0.05,12,1,1500,0.05,75,0.030481874788842678,0.9695181252111573,0.5194805194805194,False,1480
mixed_0.05,13,1,1500,0.05,75,0.030538370601611686,0.9694616293983883,0.5254745254745254,False,1476
mixed_0.05,14,1,1500,0.05,75,0.02181398331033879,0.9781860166896612,0.03796203796203796,True,1484
mixed_0.05,15,1,1500,0.05,75,0.03448709078307999,0.96551290921692,0.9150849150849151,False,1488
mixed_0.05,16,1,1500,0.05,75,0.03444309223768938,0.9655569077623106,0.9090909090909091,False,1484
mixed_0.05,17,1,1500,0.05,75,0.032440504312927776,0.9675594956870722,0.7032967032967034,False,1478
mixed_0.05,18,1,1500,0.05,75,0.03823795722037904,0.961762042779621,0.6913086913086913,False,1478
mixed_0.05,19,1,1500,0.05,75,0.024073075577463188,0.9759269244225368,0.10789210789210789,False,1484
mixed_0.05,20,1,1500,0.05,75,0.025329615642512904,0.9746703843574871,0.15584415584415584,False,1482
mixed_0.05,21,1,1500,0.05,75,0.04240021417059703,0.957599785829403,0.36163836163836166,False,1490
mixed_0.05,22,1,1500,0.05,75,0.03467383536182489,0.9653261646381751,0.9270729270729271,False,1486
mixed_0.05,23,1,1500,0.05,75,0.028748193260441535,0.9712518067395585,0.36563436563436563,False,1480
mixed_0.05,24,1,1500,0.05,75,0.03808049820512949,0.9619195017948705,0.7112887112887113,False,1480
mixed_0.05,25,1,1500,0.05,75,0.03102477514400026,0.9689752248559997,0.5774225774225774,False,1484
mixed_0.05,26,1,1500,0.05,75,0.034055702682918465,0.9659442973170815,0.8651348651348651,False,1482
mixed_0.05,27,1,1500,0.05,75,0.03170566730260527,0.9682943326973947,0.6293706293706294,False,1484
mixed_0.05,28,1,1500,0.05,75,0.03733822265822695,0.962661777341773,0.7972027972027972,False,1484
mixed_0.05,29,1,1500,0.05,75,0.0304311045992246,0.9695688954007754,0.5154845154845155,False,1476
mixed_0.05,30,1,1500,0.05,75,0.038845649737200394,0.9611543502627996,0.6233766233766234,False,1490
mixed_0.05,31,1,1500,0.05,75,0.04044294184486996,0.95955705815513,0.4955044955044955,False,1488
mixed_0.05,32,1,1500,0.05,75,0.03481068461652004,0.96518931538348,0.939060939060939,False,1475
mixed_0.05,33,1,1500,0.05,75,0.03183405311540444,0.9681659468845956,0.6413586413586414,False,1482
mixed_0.05,34,1,1500,0.05,75,0.028742115311674366,0.9712578846883256,0.36563436563436563,False,1480
mixed_0.05,35,1,1500,0.05,75,0.03225862637469268,0.9677413736253073,0.6833166833166833,False,1490
mixed_0.05,36,1,1500,0.05,75,0.03417638416676683,0.9658236158332332,0.8851148851148851,False,1486
mixed_0.05,37,1,1500,0.05,75,0.03394663249390395,0.966053367506096,0.8611388611388612,False,1482
mixed_0.05,38,1,1500,0.05,75,0.04640623714128733,0.9535937628587127,0.14385614385614387,False,1485
mixed_0.05,39,1,1500,0.05,75,0.03693772895084546,0.9630622710491545,0.8371628371628371,False,1488
mixed_0.05,40,1,1500,0.05,75,0.0364587349040264,0.9635412650959736,0.8871128871128872,False,1482
mixed_0.05,41,1,1500,0.05,75,0.02536758025267627,0.9746324197473237,0.15784215784215785,False,1482
mixed_0.05,42,1,1500,0.05,75,0.024976101119998484,0.9750238988800015,0.13386613386613386,False,1476
mixed_0.05,43,1,1500,0.05,75,0.03543295758586806,0.9645670424141319,1.0,False,1484
mixed_0.05,44,1,1500,0.05,75,0.0288041794893934,0.9711958205106066,0.3676323676323676,False,1492
mixed_0.05,45,1,1500,0.05,75,0.03304784296109087,0.9669521570389091,0.7692307692307693,False,1488
mixed_0.05,46,1,1500,0.05,75,0.038821533101600525,0.9611784668983995,0.6353646353646354,False,1482
mixed_0.05,47,1,1500,0.05,75,0.025451473541165837,0.9745485264588342,0.16183816183816183,False,1484
mixed_0.05,48,1,1500,0.05,75,0.03216282581747487,0.9678371741825251,0.6753246753246753,False,1482
mixed_0.05,49,1,1500,0.05,75,0.03982607282093631,0.9601739271790637,0.5514485514485514,False,1482
mixed_0.1,0,1,1500,0.1,150,0.04310331097228004,0.95689668902772,0.3176823176823177,False,1473
mixed_0.1,1,1,1500,0.1,150,0.033282684133317586,0.9667173158666824,0.7872127872127872,False,1476
mixed_0.1,2,1,1500,0.1,150,0.029701694644500787,0.9702983053554992,0.4355644355644356,False,1476
mixed_0.1,3,1,1500,0.1,150,0.04000072818310274,0.9599992718168973,0.5414585414585414,False,1484
mixed_0.1,4,1,1500,0.1,150,0.0350593960409904,0.9649406039590096,0.961038961038961,False,1480
mixed_0.1,5,1,1500,0.1,150,0.03663421009742773,0.9633657899025723,0.8671328671328671,False,1480
mixed_0.1,6,1,1500,0.1,150,0.035402167210481394,0.9645978327895186,0.995004995004995,False,1480
mixed_0.1,7,1,1500,0.1,150,0.039353146929298144,0.9606468530707019,0.5874125874125874,False,1474
mixed_0.1,8,1,1500,0.1,150,0.03962288645088419,0.9603771135491158,0.5634365634365635,False,1473
mixed_0.1,9,1,1500,0.1,150,0.03785819945999791,0.9621418005400021,0.7312687312687313,False,1480
mixed_0.1,10,1,1500,0.1,150,0.043258416090915075,0.9567415839090849,0.3016983016983017,False,1478
mixed_0.1,11,1,1500,0.1,150,0.035872334545384854,0.9641276654546151,0.9630369630369631,False,1476
mixed_0.1,12,1,1500,0.1,150,0.0428696283473331,0.9571303716526669,0.32967032967032966,False,1476
mixed_0.1,13,1,1500,0.1,150,0.038851665173974315,0.9611483348260257,0.6233766233766234,False,1488
mixed_0.1,14,1,1500,0.1,150,0.043671737549816236,0.9563282624501838,0.28771228771228774,False,1478
mixed_0.1,15,1,1500,0.1,150,0.030980081417459893,0.9690199185825401,0.5754245754245755,False,1476
mixed_0.1,16,1,1500,0.1,150,0.04449239235729208,0.9555076076427079,0.23176823176823177,False,1478
mixed_0.1,17,1,1500,0.1,150,0.03407488891815014,0.9659251110818499,0.8651348651348651,False,1480
mixed_0.1,18,1,1500,0.1,150,0.04412562788325736,0.9558743721167426,0.25774225774225773,False,1478
mixed_0.1,19,1,1500,0.1,150,0.043295557670796736,0.9567044423292033,0.3016983016983017,False,1484
mixed_0.1,20,1,1500,0.1,150,0.043305965807867164,0.9566940341921328,0.2997002997002997,False,1479
mixed_0.1,21,1,1500,0.1,150,0.04454158150500731,0.9554584184949927,0.22977022977022976,False,1480
mixed_0.1,22,1,1500,0.1,150,0.032900471913977936,0.9670995280860221,0.7492507492507493,False,1476
mixed_0.1,23,1,1500,0.1,150,0.043435982586774835,0.9565640174132252,0.2917082917082917,False,1479
mixed_0.1,24,1,1500,0.1,150,0.04513052228280601,0.954869477717194,0.1978021978021978,False,1478
mixed_0.1,25,1,1500,0.1,150,0.04762612421640244,0.9523738757835976,0.1038961038961039,False,1475
mixed_0.1,26,1,1500,0.1,150,0.044671633157017165,0.9553283668429828,0.22377622377622378,False,1478
mixed_0.1,27,1,1500,0.1,150,0.03470928103108595,0.965290718968914,0.9270729270729271,False,1474
mixed_0.1,28,1,1500,0.1,150,0.0367662520710742,0.9632337479289258,0.8551448551448552,False,1484
mixed_0.1,29,1,1500,0.1,150,0.03629985469940511,0.9637001453005949,0.9090909090909091,False,1484
mixed_0.1,30,1,1500,0.1,150,0.036708096453346384,0.9632919035466536,0.8631368631368631,False,1486
mixed_0.1,31,1,1500,0.1,150,0.045323899897741216,0.9546761001022588,0.1878121878121878,False,1476
mixed_0.1,32,1,1500,0.1,150,0.03443580518882483,0.9655641948111752,0.9070929070929071,False,1486
mixed_0.1,33,1,1500,0.1,150,0.036663648062798315,0.9633363519372017,0.8651348651348651,False,1487
mixed_0.1,34,1,1500,0.1,150,0.024127981591261838,0.9758720184087382,0.10789210789210789,False,1480
mixed_0.1,35,1,1500,0.1,150,0.035466031272109455,0.9645339687278905,1.0,False,1472
mixed_0.1,36,1,1500,0.1,150,0.027339011318063156,0.9726609886819368,0.24975024975024976,False,1486
mixed_0.1,37,1,1500,0.1,150,0.04792596485385925,0.9520740351461408,0.0939060939060939,False,1477
mixed_0.1,38,1,1500,0.1,150,0.03425240690007603,0.965747593099924,0.8891108891108891,False,1480
mixed_0.1,39,1,1500,0.1,150,0.03814005675358256,0.9618599432464174,0.7032967032967034,False,1482
mixed_0.1,40,1,1500,0.1,150,0.0322366534607863,0.9677633465392137,0.6793206793206793,False,1484
mixed_0.1,41,1,1500,0.1,150,0.04377329695849652,0.9562267030415035,0.2837162837162837,False,1474
mixed_0.1,42,1,1500,0.1,150,0.04623674705525005,0.95376325294475,0.14985014985014986,False,1474
mixed_0.1,43,1,1500,0.1,150,0.04064860584836305,0.959351394151637,0.4855144855144855,False,1480
