split,batch_id,label,size,attacker_ratio,attacker_count,total_queries,bucket_coverage,new_bucket_rate,spread,cost,low_threshold,high_threshold,suspicious
heldout_benign_stream_0,0,0,1500,0.0,0,1500,0.0927734375,0.12666666666666668,0.5723217760886687,8.011812257107863,7.335390452594256,10.796788670250166,False
heldout_benign_stream_1,0,0,1500,0.0,0,1500,0.09619140625,0.13133333333333333,0.572708104659639,9.100336950801132,7.335390452594256,10.796788670250166,False
heldout_benign_stream_2,0,0,1500,0.0,0,1500,0.0947265625,0.12933333333333333,0.5721929328668932,8.609584108438414,7.335390452594256,10.796788670250166,False
heldout_benign_stream_3,0,0,1500,0.0,0,1500,0.09716796875,0.13266666666666665,0.5735338248584608,9.449872531697272,7.335390452594256,10.796788670250166,False
heldout_benign_stream_4,0,0,1500,0.0,0,1500,0.09716796875,0.13266666666666665,0.5721180799653619,9.444775850082117,7.335390452594256,10.796788670250166,False
heldout_benign_stream_5,0,0,1500,0.0,0,1500,0.095703125,0.13066666666666665,0.5716190816575987,8.929426436933763,7.335390452594256,10.796788670250166,False
heldout_benign_stream_6,0,0,1500,0.0,0,1500,0.0927734375,0.12666666666666668,0.5719293430116198,8.010399498030488,7.335390452594256,10.796788670250166,False
heldout_benign_stream_7,0,0,1500,0.0,0,1500,0.09326171875,0.12733333333333333,0.5722936516176667,8.155805146742713,7.335390452594256,10.796788670250166,False
heldout_benign_stream_8,0,0,1500,0.0,0,1500,0.095703125,0.13066666666666665,0.5726494498804026,8.933135762535859,7.335390452594256,10.796788670250166,False
heldout_benign_stream_9,0,0,1500,0.0,0,1500,0.09326171875,0.12733333333333333,0.5713965867979275,8.152575713391652,7.335390452594256,10.796788670250166,False
heldout_benign_stream_10,0,0,1500,0.0,0,1500,0.09521484375,0.13,0.5719079837686877,8.767533639104144,7.335390452594256,10.796788670250166,False
heldout_benign_stream_11,0,0,1500,0.0,0,1500,0.09619140625,0.13133333333333333,0.5726724783338499,9.100208696028293,7.335390452594256,10.796788670250166,False
heldout_benign_stream_12,0,0,1500,0.0,0,1500,0.095703125,0.13066666666666665,0.5734962447088676,8.936184223918332,7.335390452594256,10.796788670250166,False
heldout_benign_stream_13,0,0,1500,0.0,0,1500,0.09814453125,0.134,0.5712507589789381,9.805705466853453,7.335390452594256,10.796788670250166,False
heldout_benign_stream_14,0,0,1500,0.0,0,1500,0.09375,0.128,0.5724579740974741,8.304073492336617,7.335390452594256,10.796788670250166,False
heldout_benign_stream_15,0,0,1500,0.0,0,1500,0.09375,0.128,0.5717324073980548,8.301461452218707,7.335390452594256,10.796788670250166,False
heldout_benign_stream_16,0,0,1500,0.0,0,1500,0.0947265625,0.12933333333333333,0.5722070938140856,8.609635087848305,7.335390452594256,10.796788670250166,False
heldout_benign_stream_17,0,0,1500,0.0,0,1500,0.09521484375,0.13,0.5739515212327514,8.774890373974774,7.335390452594256,10.796788670250166,False
heldout_benign_stream_18,0,0,1500,0.0,0,1500,0.09326171875,0.12733333333333333,0.5721117273153347,8.155150219254319,7.335390452594256,10.796788670250166,False
heldout_benign_stream_19,0,0,1500,0.0,0,1500,0.0947265625,0.12933333333333333,0.5721992150495381,8.609606724295935,7.335390452594256,10.796788670250166,False
heldout_benign_stream_20,0,0,1500,0.0,0,1500,0.09619140625,0.13133333333333333,0.5719071836832494,9.097453635286131,7.335390452594256,10.796788670250166,False
heldout_benign_stream_21,0,0,1500,0.0,0,1500,0.095703125,0.13066666666666665,0.5720451811538468,8.930960395120257,7.335390452594256,10.796788670250166,False
heldout_benign_stream_22,0,0,1500,0.0,0,1500,0.0966796875,0.132,0.5728208051943288,9.27189208812372,7.335390452594256,10.796788670250166,False
heldout_benign_stream_23,0,0,1500,0.0,0,1500,0.095703125,0.13066666666666665,0.5717793094620741,8.930003257029876,7.335390452594256,10.796788670250166,False
heldout_benign_stream_24,0,0,1500,0.0,0,1500,0.09619140625,0.13133333333333333,0.5706928853319645,9.093082161221504,7.335390452594256,10.796788670250166,False
heldout_benign_stream_25,0,0,1500,0.0,0,1500,0.09619140625,0.13133333333333333,0.5727461634148661,9.10047396231995,7.335390452594256,10.796788670250166,False
heldout_benign_stream_26,0,0,1500,0.0,0,1500,0.09228515625,0.126,0.5712778861332928,7.867454734570204,7.335390452594256,10.796788670250166,False
heldout_benign_stream_27,0,0,1500,0.0,0,1500,0.09326171875,0.12733333333333333,0.5728121090042164,8.157671593334292,7.335390452594256,10.796788670250166,False
heldout_benign_stream_28,0,0,1500,0.0,0,1500,0.09423828125,0.12866666666666668,0.5734653887362993,8.459049861927,7.335390452594256,10.796788670250166,False
heldout_benign_stream_29,0,0,1500,0.0,0,1500,0.0947265625,0.12933333333333333,0.5722994943261244,8.609967729691645,7.335390452594256,10.796788670250166,False
heldout_benign_stream_30,0,0,1500,0.0,0,1500,0.09765625,0.13333333333333333,0.573753850139191,9.630449765109452,7.335390452594256,10.796788670250166,False
heldout_benign_stream_31,0,0,1500,0.0,0,1500,0.095703125,0.13066666666666665,0.5718939671463616,8.930416024693312,7.335390452594256,10.796788670250166,False
heldout_benign_stream_32,0,0,1500,0.0,0,1500,0.09716796875,0.13266666666666665,0.5728989394269048,9.44758694414367,7.335390452594256,10.796788670250166,False
heldout_benign_stream_33,0,0,1500,0.0,0,1500,0.0947265625,0.12933333333333333,0.5727550514575974,8.611607735364949,7.335390452594256,10.796788670250166,False
heldout_benign_stream_34,0,0,1500,0.0,0,1500,0.09619140625,0.13133333333333333,0.5730280830776402,9.101488873105938,7.335390452594256,10.796788670250166,False
heldout_benign_stream_35,0,0,1500,0.0,0,1500,0.095703125,0.13066666666666665,0.5722845869698671,8.93182225605793,7.335390452594256,10.796788670250166,False
heldout_benign_stream_36,0,0,1500,0.0,0,1500,0.09765625,0.13333333333333333,0.5720591158540871,9.624348721683077,7.335390452594256,10.796788670250166,False
heldout_benign_stream_37,0,0,1500,0.0,0,1500,0.09912109375,0.13533333333333333,0.5721711701548722,10.191452080065279,7.335390452594256,10.796788670250166,False
heldout_benign_stream_38,0,0,1500,0.0,0,1500,0.09521484375,0.13,0.5732556759071601,8.772385330802646,7.335390452594256,10.796788670250166,False
heldout_benign_stream_39,0,0,1500,0.0,0,1500,0.09423828125,0.12866666666666668,0.5727186113688311,8.456361463404114,7.335390452594256,10.796788670250166,False
heldout_benign_stream_40,0,0,1500,0.0,0,1500,0.095703125,0.13066666666666665,0.5728299169374248,8.933785443941138,7.335390452594256,10.796788670250166,False
heldout_benign_stream_41,0,0,1500,0.0,0,1500,0.09423828125,0.12866666666666668,0.5718480840403074,8.453227565021429,7.335390452594256,10.796788670250166,False
heldout_benign_stream_42,0,0,1500,0.0,0,1500,0.09375,0.128,0.5721492385467432,8.302962044353984,7.335390452594256,10.796788670250166,False
heldout_benign_stream_43,0,0,1500,0.0,0,1500,0.09765625,0.13333333333333333,0.5722172905218108,9.624918150486884,7.335390452594256,10.796788670250166,False
heldout_benign_stream_44,0,0,1500,0.0,0,1500,0.09814453125,0.134,0.5714145228118819,9.80629501665205,7.335390452594256,10.796788670250166,False
heldout_benign_stream_45,0,0,1500,0.0,0,1500,0.0966796875,0.132,0.5734924621311429,9.27431005309625,7.335390452594256,10.796788670250166,False
heldout_benign_stream_46,0,0,1500,0.0,0,1500,0.0947265625,0.12933333333333333,0.5722883823006089,8.609927726399789,7.335390452594256,10.796788670250166,False
heldout_benign_stream_47,0,0,1500,0.0,0,1500,0.09228515625,0.126,0.570912493921532,7.866139322607865,7.335390452594256,10.796788670250166,False
heldout_benign_stream_48,0,0,1500,0.0,0,1500,0.0927734375,0.12666666666666668,0.571344237269802,8.008293117359944,7.335390452594256,10.796788670250166,False
heldout_benign_stream_49,0,0,1500,0.0,0,1500,0.0966796875,0.132,0.5708375912614502,9.264752517965356,7.335390452594256,10.796788670250166,False
attacker_stream_0,0,1,1500,1.0,1500,1500,0.13671875,0.18666666666666668,0.694365488958747,55.956130343085434,7.335390452594256,10.796788670250166,True
attacker_stream_1,0,1,1500,1.0,1500,1500,0.134765625,0.184,0.6935324714536406,50.92713357465429,7.335390452594256,10.796788670250166,True
attacker_stream_2,0,1,1500,1.0,1500,1500,0.1357421875,0.18533333333333332,0.6936069587303194,53.37798922865238,7.335390452594256,10.796788670250166,True
attacker_stream_3,0,1,1500,1.0,1500,1500,0.1376953125,0.188,0.6943315784219567,58.6626092457322,7.335390452594256,10.796788670250166,True
attacker_stream_4,0,1,1500,1.0,1500,1500,0.1376953125,0.188,0.6941114894591947,58.661816925466255,7.335390452594256,10.796788670250166,True
attacker_stream_5,0,1,1500,1.0,1500,1500,0.13818359375,0.18866666666666668,0.6944876005594859,60.067746153363906,7.335390452594256,10.796788670250166,True
attacker_stream_6,0,1,1500,1.0,1500,1500,0.134765625,0.184,0.6933195758933453,50.926367150637226,7.335390452594256,10.796788670250166,True
attacker_stream_7,0,1,1500,1.0,1500,1500,0.13818359375,0.18866666666666668,0.6947629395002619,60.068737373550704,7.335390452594256,10.796788670250166,True
attacker_stream_8,0,1,1500,1.0,1500,1500,0.13232421875,0.18066666666666667,0.6935334091700371,45.3077290235658,7.335390452594256,10.796788670250166,True
attacker_stream_9,0,1,1500,1.0,1500,1500,0.1357421875,0.18533333333333332,0.6932391087976483,53.376664968894765,7.335390452594256,10.796788670250166,True
attacker_stream_10,0,1,1500,1.0,1500,1500,0.140625,0.192,0.6936068079642845,67.63559599603602,7.335390452594256,10.796788670250166,True
attacker_stream_11,0,1,1500,1.0,1500,1500,0.13818359375,0.18866666666666668,0.6941436704758925,60.06650800506297,7.335390452594256,10.796788670250166,True
attacker_stream_12,0,1,1500,1.0,1500,1500,0.13720703125,0.18733333333333332,0.6945617148065121,57.29332794642095,7.335390452594256,10.796788670250166,True
attacker_stream_13,0,1,1500,1.0,1500,1500,0.1396484375,0.19066666666666668,0.6932716661272348,64.49267868483167,7.335390452594256,10.796788670250166,True
attacker_stream_14,0,1,1500,1.0,1500,1500,0.13916015625,0.19,0.6943029971425699,62.98312289502571,7.335390452594256,10.796788670250166,True
attacker_stream_15,0,1,1500,1.0,1500,1500,0.14111328125,0.19266666666666668,0.694829197930365,69.27038098659533,7.335390452594256,10.796788670250166,True
attacker_stream_16,0,1,1500,1.0,1500,1500,0.13818359375,0.18866666666666668,0.6934919300259819,60.06416173944329,7.335390452594256,10.796788670250166,True
attacker_stream_17,0,1,1500,1.0,1500,1500,0.13720703125,0.18733333333333332,0.6942545200727644,57.29222204537946,7.335390452594256,10.796788670250166,True
attacker_stream_18,0,1,1500,1.0,1500,1500,0.138671875,0.18933333333333333,0.694314048923832,61.507030202146126,7.335390452594256,10.796788670250166,True
attacker_stream_19,0,1,1500,1.0,1500,1500,0.1357421875,0.18533333333333332,0.6941388587459995,53.37990406870883,7.335390452594256,10.796788670250166,True
attacker_stream_20,0,1,1500,1.0,1500,1500,0.14013671875,0.19133333333333333,0.6942867657499987,66.04767316905225,7.335390452594256,10.796788670250166,True
attacker_stream_21,0,1,1500,1.0,1500,1500,0.1376953125,0.188,0.694193488092379,58.66211212054572,7.335390452594256,10.796788670250166,True
attacker_stream_22,0,1,1500,1.0,1500,1500,0.1376953125,0.188,0.6938661465044668,58.66093369082923,7.335390452594256,10.796788670250166,True
attacker_stream_23,0,1,1500,1.0,1500,1500,0.13623046875,0.186,0.6939460527210048,54.650921752066346,7.335390452594256,10.796788670250166,True
attacker_stream_24,0,1,1500,1.0,1500,1500,0.13623046875,0.186,0.6936713164411429,54.64993270145884,7.335390452594256,10.796788670250166,True
attacker_stream_25,0,1,1500,1.0,1500,1500,0.1357421875,0.18533333333333332,0.6933965000843207,53.377231577526786,7.335390452594256,10.796788670250166,True
attacker_stream_26,0,1,1500,1.0,1500,1500,0.138671875,0.18933333333333333,0.6938144123085941,61.50523151033127,7.335390452594256,10.796788670250166,True
