split,batch_id,label,size,attacker_ratio,attacker_count,score,w_statistic,p_value,suspicious,distances_used
heldout_benign,0,0,1500,0.0,0,0.003334253029797285,0.9966657469702027,0.36363636363636365,False,1488
heldout_benign,1,0,1500,0.0,0,0.006688118953513844,0.9933118810464862,0.001998001998001998,True,1488
heldout_benign,2,0,1500,0.0,0,0.004991980359942194,0.9950080196400578,0.03796203796203796,True,1490
heldout_benign,3,0,1500,0.0,0,0.003177601036213007,0.996822398963787,0.42957042957042957,False,1491
heldout_benign,4,0,1500,0.0,0,0.003768393738928011,0.996231606261072,0.2037962037962038,False,1490
heldout_benign,5,0,1500,0.0,0,0.003979351769461514,0.9960206482305385,0.15584415584415584,False,1487
heldout_benign,6,0,1500,0.0,0,0.005342791631711696,0.9946572083682883,0.02197802197802198,True,1488
heldout_benign,7,0,1500,0.0,0,0.0032050086013417634,0.9967949913986582,0.40559440559440557,False,1489
heldout_benign,8,0,1500,0.0,0,0.0041264554202661285,0.9958735445797339,0.12787212787212787,False,1487
heldout_benign,9,0,1500,0.0,0,0.0041114502118254626,0.9958885497881745,0.12987012987012986,False,1488
heldout_benign,10,0,1500,0.0,0,0.005160049539829958,0.99483995046017,0.027972027972027972,True,1490
heldout_benign,11,0,1500,0.0,0,0.0038970535662594674,0.9961029464337405,0.17182817182817184,False,1490
heldout_benign,12,0,1500,0.0,0,0.004043088504750325,0.9959569114952497,0.13786213786213786,False,1488
heldout_benign,13,0,1500,0.0,0,0.0031445347821805747,0.9968554652178194,0.43756243756243757,False,1489
heldout_benign,14,0,1500,0.0,0,0.0032900338901640236,0.996709966109836,0.3776223776223776,False,1490
heldout_benign,15,0,1500,0.0,0,0.0032036103222284895,0.9967963896777715,0.4095904095904096,False,1489
heldout_benign,16,0,1500,0.0,0,0.004172548462782033,0.995827451537218,0.12187812187812187,False,1490
heldout_benign,17,0,1500,0.0,0,0.0043107474827038805,0.9956892525172961,0.0979020979020979,False,1487
heldout_benign,18,0,1500,0.0,0,0.006043503501089065,0.9939564964989109,0.005994005994005994,True,1490
heldout_benign,19,0,1500,0.0,0,0.0038825006188603073,0.9961174993811397,0.17582417582417584,False,1488
heldout_benign,20,0,1500,0.0,0,0.0029377422903897887,0.9970622577096102,0.5234765234765235,False,1489
heldout_benign,21,0,1500,0.0,0,0.004497793993681887,0.9955022060063181,0.08191808191808192,False,1490
heldout_benign,22,0,1500,0.0,0,0.0031631932882960623,0.9968368067117039,0.43356643356643354,False,1486
heldout_benign,23,0,1500,0.0,0,0.003295322858187233,0.9967046771418128,0.3756243756243756,False,1489
heldout_benign,24,0,1500,0.0,0,0.00330356754559491,0.9966964324544051,0.37362637362637363,False,1487
heldout_benign,25,0,1500,0.0,0,0.004012917524533477,0.9959870824754665,0.14585414585414586,False,1489
heldout_benign,26,0,1500,0.0,0,0.003369581042821479,0.9966304189571785,0.35364635364635366,False,1488
heldout_benign,27,0,1500,0.0,0,0.002913891835291893,0.9970861081647081,0.5334665334665335,False,1489
heldout_benign,28,0,1500,0.0,0,0.0027671443929381256,0.9972328556070619,0.6293706293706294,False,1489
heldout_benign,29,0,1500,0.0,0,0.004720098722306498,0.9952799012776935,0.061938061938061936,False,1491
heldout_benign,30,0,1500,0.0,0,0.003177013815591989,0.996822986184408,0.42957042957042957,False,1487
heldout_benign,31,0,1500,0.0,0,0.003361349401457603,0.9966386505985424,0.35564435564435565,False,1488
heldout_benign,32,0,1500,0.0,0,0.003299158235294586,0.9967008417647054,0.3756243756243756,False,1488
heldout_benign,33,0,1500,0.0,0,0.004115786163740642,0.9958842138362594,0.12787212787212787,False,1490
heldout_benign,34,0,1500,0.0,0,0.0032308669384844,0.9967691330615156,0.3956043956043956,False,1486
heldout_benign,35,0,1500,0.0,0,0.004625831703149008,0.995374168296851,0.06593406593406594,False,1488
heldout_benign,36,0,1500,0.0,0,0.004642002175034965,0.995357997824965,0.06593406593406594,False,1489
heldout_benign,37,0,1500,0.0,0,0.004080503285193715,0.9959194967148063,0.13386613386613386,False,1489
heldout_benign,38,0,1500,0.0,0,0.003835187037728671,0.9961648129622713,0.1878121878121878,False,1490
heldout_benign,39,0,1500,0.0,0,0.0032156956611637533,0.9967843043388362,0.4035964035964036,False,1490
heldout_benign,40,0,1500,0.0,0,0.003828584719696271,0.9961714152803037,0.1878121878121878,False,1491
heldout_benign,41,0,1500,0.0,0,0.004403041767070404,0.9955969582329296,0.0919080919080919,False,1489
heldout_benign,42,0,1500,0.0,0,0.0034411744954432333,0.9965588255045568,0.3196803196803197,False,1492
heldout_benign,43,0,1500,0.0,0,0.003679126090271212,0.9963208739097288,0.23576423576423577,False,1489
heldout_benign,44,0,1500,0.0,0,0.0021661214815290597,0.9978338785184709,0.9110889110889111,False,1485
heldout_benign,45,0,1500,0.0,0,0.0029423344968758647,0.9970576655031241,0.5174825174825175,False,1488
heldout_benign,46,0,1500,0.0,0,0.003445830783516346,0.9965541692164837,0.31368631368631367,False,1490
heldout_benign,47,0,1500,0.0,0,0.004258583344284306,0.9957414166557157,0.10589410589410589,False,1489
heldout_benign,48,0,1500,0.0,0,0.003236223825675788,0.9967637761743242,0.3936063936063936,False,1487
heldout_benign,49,0,1500,0.0,0,0.0038904333351301723,0.9961095666648698,0.17382617382617382,False,1488
attacker,0,1,1500,1.0,1500,0.03414404321218367,0.9658559567878163,0.001998001998001998,True,1479
attacker,1,1,1500,1.0,1500,0.03345367032375146,0.9665463296762485,0.001998001998001998,True,1482
attacker,2,1,1500,1.0,1500,0.033201334145351646,0.9667986658546484,0.001998001998001998,True,1483
attacker,3,1,1500,1.0,1500,0.031546786618176115,0.9684532133818239,0.001998001998001998,True,1483
attacker,4,1,1500,1.0,1500,0.030641147071928,0.969358852928072,0.001998001998001998,True,1479
attacker,5,1,1500,1.0,1500,0.02623482501105212,0.9737651749889479,0.001998001998001998,True,1480
attacker,6,1,1500,1.0,1500,0.027264416383838808,0.9727355836161612,0.001998001998001998,True,1482
attacker,7,1,1500,1.0,1500,0.03441591550915457,0.9655840844908454,0.001998001998001998,True,1480
attacker,8,1,1500,1.0,1500,0.03277254061343582,0.9672274593865642,0.001998001998001998,True,1484
attacker,9,1,1500,1.0,1500,0.03304117702814979,0.9669588229718502,0.001998001998001998,True,1482
attacker,10,1,1500,1.0,1500,0.02842544614700282,0.9715745538529972,0.001998001998001998,True,1479
attacker,11,1,1500,1.0,1500,0.03162389174917435,0.9683761082508257,0.001998001998001998,True,1480
attacker,12,1,1500,1.0,1500,0.03809142971338009,0.9619085702866199,0.001998001998001998,True,1481
attacker,13,1,1500,1.0,1500,0.033472955854954245,0.9665270441450458,0.001998001998001998,True,1480
attacker,14,1,1500,1.0,1500,0.03008246582660612,0.9699175341733939,0.001998001998001998,True,1482
attacker,15,1,1500,1.0,1500,0.0344243966370984,0.9655756033629016,0.001998001998001998,True,1481
attacker,16,1,1500,1.0,1500,0.034169749034381525,0.9658302509656185,0.001998001998001998,True,1480
attacker,17,1,1500,1.0,1500,0.032495021910020516,0.9675049780899795,0.001998001998001998,True,1484
attacker,18,1,1500,1.0,1500,0.03705760584795115,0.9629423941520489,0.001998001998001998,True,1483
