split,batch_id,label,size,attacker_ratio,attacker_count,total_queries,bucket_coverage,new_bucket_rate,spread,cost,low_threshold,high_threshold,suspicious
heldout_benign_stream_0,0,0,1500,0.0,0,1500,0.22998046875,0.314,0.6984408052272089,6137.230240880179,2446.590110507786,5556.22193954245,True
heldout_benign_stream_1,0,0,1500,0.0,0,1500,0.22216796875,0.30333333333333334,0.6968150897919603,4123.040089194747,2446.590110507786,5556.22193954245,False
heldout_benign_stream_2,0,0,1500,0.0,0,1500,0.2255859375,0.308,0.6995198764065622,4906.740510413576,2446.590110507786,5556.22193954245,False
heldout_benign_stream_3,0,0,1500,0.0,0,1500,0.2255859375,0.308,0.6970809155628553,4906.731730154539,2446.590110507786,5556.22193954245,False
heldout_benign_stream_4,0,0,1500,0.0,0,1500,0.2197265625,0.3,0.6969969677622302,3641.1771672495343,2446.590110507786,5556.22193954245,False
heldout_benign_stream_5,0,0,1500,0.0,0,1500,0.21923828125,0.29933333333333334,0.696810743830444,3551.789676786732,2446.590110507786,5556.22193954245,False
heldout_benign_stream_6,0,0,1500,0.0,0,1500,0.22265625,0.304,0.6977300197534257,4226.819465093131,2446.590110507786,5556.22193954245,False
heldout_benign_stream_7,0,0,1500,0.0,0,1500,0.2236328125,0.30533333333333335,0.6983608947816426,4442.28182614403,2446.590110507786,5556.22193954245,False
heldout_benign_stream_8,0,0,1500,0.0,0,1500,0.22314453125,0.30466666666666664,0.69569789470416,4333.202258070731,2446.590110507786,5556.22193954245,False
heldout_benign_stream_9,0,0,1500,0.0,0,1500,0.220703125,0.30133333333333334,0.6969923741442334,3826.7622088437547,2446.590110507786,5556.22193954245,False
heldout_benign_stream_10,0,0,1500,0.0,0,1500,0.2275390625,0.31066666666666665,0.6979530356071636,5419.784310805413,2446.590110507786,5556.22193954245,False
heldout_benign_stream_11,0,0,1500,0.0,0,1500,0.2236328125,0.30533333333333335,0.6970782393198678,4442.277208584368,2446.590110507786,5556.22193954245,False
heldout_benign_stream_12,0,0,1500,0.0,0,1500,0.2236328125,0.30533333333333335,0.6968397412936881,4442.276349991474,2446.590110507786,5556.22193954245,False
heldout_benign_stream_13,0,0,1500,0.0,0,1500,0.22607421875,0.30866666666666664,0.6979298257514409,5030.251360099814,2446.590110507786,5556.22193954245,False
heldout_benign_stream_14,0,0,1500,0.0,0,1500,0.2255859375,0.308,0.6981252379381973,4906.73548971509,2446.590110507786,5556.22193954245,False
heldout_benign_stream_15,0,0,1500,0.0,0,1500,0.220703125,0.30133333333333334,0.6972329783584081,3826.763075018926,2446.590110507786,5556.22193954245,False
heldout_benign_stream_16,0,0,1500,0.0,0,1500,0.2197265625,0.3,0.6971013252900439,3641.1775429366344,2446.590110507786,5556.22193954245,False
heldout_benign_stream_17,0,0,1500,0.0,0,1500,0.2265625,0.30933333333333335,0.6980056428843442,5156.879487621295,2446.590110507786,5556.22193954245,False
heldout_benign_stream_18,0,0,1500,0.0,0,1500,0.22265625,0.304,0.6972746173575891,4226.817825644506,2446.590110507786,5556.22193954245,False
heldout_benign_stream_19,0,0,1500,0.0,0,1500,0.22314453125,0.30466666666666664,0.6978086881222753,4333.2098569270365,2446.590110507786,5556.22193954245,False
